ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cabbage,h_cabbage,l_cabbage,c_cabbage,inflation_cabbage,trust_cabbage,o_carrots,h_carrots,l_carrots,c_carrots,inflation_carrots,trust_carrots,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_meat_beef_chops,h_meat_beef_chops,l_meat_beef_chops,c_meat_beef_chops,inflation_meat_beef_chops,trust_meat_beef_chops,o_meat_chicken_whole,h_meat_chicken_whole,l_meat_chicken_whole,c_meat_chicken_whole,inflation_meat_chicken_whole,trust_meat_chicken_whole,o_meat_pork,h_meat_pork,l_meat_pork,c_meat_pork,inflation_meat_pork,trust_meat_pork,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_dish_soap,h_dish_soap,l_dish_soap,c_dish_soap,inflation_dish_soap,trust_dish_soap,o_soap,h_soap,l_soap,c_soap,inflation_soap,trust_soap,o_shampoo,h_shampoo,l_shampoo,c_shampoo,inflation_shampoo,trust_shampoo,o_bleach,h_bleach,l_bleach,c_bleach,inflation_bleach,trust_bleach,o_detergent,h_detergent,l_detergent,c_detergent,inflation_detergent,trust_detergent,o_fabric_softeners,h_fabric_softeners,l_fabric_softeners,c_fabric_softeners,inflation_fabric_softeners,trust_fabric_softeners,o_toothpaste,h_toothpaste,l_toothpaste,c_toothpaste,inflation_toothpaste,trust_toothpaste,o_deodorant,h_deodorant,l_deodorant,c_deodorant,inflation_deodorant,trust_deodorant,o_toilet_paper,h_toilet_paper,l_toilet_paper,c_toilet_paper,inflation_toilet_paper,trust_toilet_paper,components
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/01/2015,2015,1,PHP,87.64,88.32,83.82,87.33,1.31,8.87,30.4,30.61,29.04,30.3,2.26,9.12,11.43,12.19,11.25,11.62,1.69,8.52,148.79,152.57,146.19,150.75,1.83,8.47,81.07,80.53,76.75,80.46,3.27,9.83,139.48,140.43,131.26,136.81,2.67,8.73,94.45,93.94,92.26,93.25,1.12,9.38,241.16,238.06,235.01,236.99,1.13,8.04,27.25,28.08,26.68,27.66,0.97,8.79,113.23,112.95,106.72,111.05,2.94,8.66,56.59,58.42,54.55,57.12,2.36,8.67,53.54,53.84,50.16,52.59,0.72,8.32,71.84,73.54,71.85,72.66,2.73,9.29,114.34,114.94,111.37,113.45,0.54,9.3,52.05,54.16,52.95,53.04,2.62,8.92,91.45,93.32,89.83,89.9,2.93,8.46,80.67,81.11,78.74,79.82,0.98,9.58,39.44,39.68,38.32,38.72,2.76,9.09,76.44,79.23,73.95,77,3.51,8.9,49.23,51.51,48.07,49.09,1.75,9.02,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,02/02/2015,2015,2,PHP,48.49,49.15,49.05,49.12,0.58,9.66,15.52,15.7,15.19,15.62,1.4,8.31,27.3,27.21,26.14,26.81,1.61,8.91,44.46,46.64,43.17,45.17,2.82,8.48,168.86,174.15,165.78,172.29,0.07,8.66,113.66,116.47,108.07,112.09,0.78,8.72,149.03,151.78,148.16,150.34,2.37,8.83,33.97,34.01,32.6,33.79,2.09,9.07,18.6,18.89,17.91,18.75,2.02,9.36,73.17,74.62,68.6,71.83,2.63,8,31.94,32.8,32.55,32.55,3.39,9.22,137.97,142.18,133.81,140.18,1.98,9.41,24.79,25.03,23.69,24.36,2.68,8.47,120.8,123.7,116.85,122.72,2.28,9.56,127.17,131.87,124.33,128.76,2.53,9.79,117.81,123.99,115.45,120.06,1.79,9.66,95.49,97.63,92.35,93.85,1.16,8.82,51.21,50.62,48.73,50.56,1.48,9.81,124.13,126.95,122.98,123.46,3.54,9.81,77.76,79.14,74.16,76.53,1.88,8.1,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,03/03/2015,2015,3,PHP,95.18,100.02,94.24,95.31,1.73,9.06,51.54,52.34,50.47,51.63,1.4,8.88,19.43,20.18,18.89,19.57,1.34,9.73,185.06,188.39,179.01,181.47,2.06,9.49,251.84,252.82,241.39,250.77,2.17,8.43,64.25,66.42,62.52,65.16,2.73,9.81,146.43,155.51,143.06,148.87,2.4,9.14,14.27,14.72,13.87,14.54,2.01,9.78,38.48,38.26,36.47,37.98,0.75,8.4,44.36,46.2,42.77,44.31,3.16,8.29,54.79,55.75,51.92,54.3,1.17,8.35,102.27,105.98,98.42,101.15,3.21,8.32,68.6,69.4,67.89,69.01,3.02,8.72,84.96,89.37,83.89,85.85,1.52,8.77,69.28,71.09,65.58,68.07,2.95,9.65,69.58,71.43,68.56,69.34,2.8,9.31,58.22,58.95,55.72,57.62,1.25,9.7,78.74,81.25,76.1,77.6,1.89,8.62,108.82,112.05,107.46,107.65,1.91,8.69,48.24,48.02,45.7,47.89,0.58,9.04,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,04/04/2015,2015,4,PHP,25.21,25.83,25.12,25.64,1.44,8.6,38.7,39.35,38.18,38.68,2.2,9.91,51.65,52.82,49.88,51.81,1.18,8.66,86.41,87.13,84.37,86.17,1.99,8.21,100.12,102.51,98.28,99.95,2.5,8.43,65.95,68.71,63.48,65.52,0.4,9.76,162.41,166.59,157.67,165.52,0.43,9.96,46.2,48.42,45.79,46.22,2.69,8.05,41.66,42.78,41.34,41.91,1.58,9.14,33.77,34.26,33.22,33.52,3.33,9.18,102.08,101.78,99.79,100.19,2.48,8.25,92.26,94.3,86.57,90.56,2.42,8.86,55.65,56.81,55.76,56.67,2.82,8.88,68.98,68.66,68.23,68.48,1.19,8.26,42.94,44.37,41.98,43.76,2.62,8.1,115.63,116.29,114.44,116.11,1.48,8.92,43.48,44.1,41.32,42.85,-0.48,8.8,43.54,45,42.64,44.05,2.69,9.88,65.65,67,65.58,65.94,4.8,9.57,19.78,21.03,19.71,20.06,2.31,9.71,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,05/05/2015,2015,5,PHP,51.56,51.44,48.9,50.98,2.31,9.13,18.34,18.86,17.41,18.08,1.5,8.11,31.6,31.98,30.9,31.89,0.67,9.32,78.23,78.96,74.19,77.79,0.11,8.98,250.34,249.13,246.05,248.21,0.18,8.54,111.99,112.33,106.05,111.33,0.8,8.93,257.59,267.78,258.72,259.07,2.4,8.8,86.35,87.67,85.64,86.34,0.76,8.39,81.9,84.24,79.48,81.81,2.27,8.72,81.98,84.43,77.48,80.63,3.43,8.67,58.38,59.34,56.49,58.82,0.36,9.1,153.23,153.4,143.37,150.57,2.11,8.51,15.51,15.91,15.04,15.35,2.32,9.79,92.27,95.13,87.91,90.69,1.42,8.83,91.82,94.46,92.91,93.46,2.2,9.7,109.35,114.42,104.5,109.8,1.81,9.21,18.67,19.28,18.22,18.98,3.66,9.63,114.51,116.54,108.26,112.72,1.58,8.24,103.67,103.55,102.16,103.38,1.18,8.2,54.77,57.8,53.38,55.76,2.28,9.8,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,06/06/2015,2015,6,PHP,23.81,24.05,23.55,23.76,2.55,9.4,59.62,61.73,59.44,59.73,2.69,9.73,26,27.42,26.36,26.47,2.61,9.86,140.41,145.38,133.08,139.29,1.65,9.8,104.61,104.42,103.5,103.79,1.62,9.66,75.82,77.31,71.56,74.69,5.18,9.98,34.54,36.28,33.27,34.91,0.45,8.7,99.41,98.01,94.82,97.8,0.98,9.69,50.85,53.21,48.8,51.04,2.97,8.8,28.12,29.48,27.94,28.12,-0.6,9.53,84.64,87.43,80.91,84.02,2.57,8.82,104.7,106.11,102.07,104.68,2.59,8.74,44.22,44.83,41.9,43.58,0.17,9.11,103.91,108.26,100.96,103.83,1.35,8.35,59.99,61.83,60.04,60.8,1.39,8.42,158.26,167.88,154.75,160.04,2.12,8.87,48.7,50.37,47.28,49.39,1.93,8.29,90.48,89.8,85.3,89.27,0.7,9.34,62.08,62.69,60.59,61.11,2.11,9.6,48.89,51.69,47.51,49.25,2.91,8.61,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,07/07/2015,2015,7,PHP,25.27,26.16,24.55,25.46,2.26,8.55,28.88,29.89,28.09,28.77,2.12,8.96,15.92,16.52,15.5,16.18,0.49,8.96,194.91,198.67,188.63,193.34,2.28,8.74,112.49,114.03,110.97,112.13,1,8.66,75.67,77.08,74.2,75.21,2.65,8.75,77.54,77.95,77.74,77.88,2.65,9.33,15.61,15.62,15.03,15.38,1.15,9.75,54.26,55.5,53.49,54.32,1.94,9.29,64.79,64.86,62.11,64,1.84,8.54,53.36,54.89,51.83,53.18,1.72,9.35,95.1,96.5,93.22,96.35,1.7,9.42,26.94,28.12,25.97,26.83,1.63,8.68,73.88,76.04,73.16,73.44,1.3,9.49,49.17,51.74,47.72,49.57,3.52,8,133.73,138.5,132.08,135.69,2.96,8.32,121.59,127.74,121.61,122.04,3.02,9.19,125.09,124.13,120.87,122.83,2.23,9.45,117.11,116.72,112.92,115.22,1.07,8.16,30.48,31.57,29.96,30.78,2.19,8.55,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,08/08/2015,2015,8,PHP,41.86,44.2,41.6,42.1,3.95,8.35,20.69,20.66,19.52,20.43,2.61,9.98,28.27,28.85,27.04,27.98,2.7,9.15,93.48,95.32,93.21,94.27,2.16,9.98,66.74,69.17,65.06,67.82,1.89,9.93,83.46,87.01,84.13,84.86,0.88,9.16,32.69,33.69,31.41,32.91,0.37,9.93,62.56,62.54,60.43,61.93,0.81,8.46,46.89,47.88,46.4,46.65,0.57,9.42,51.95,54.3,52.57,52.76,0.6,9.7,79.58,79.9,74.57,78.37,3.03,8.84,50.08,50.96,48.41,50.11,2.65,9.59,65.82,67.69,62.42,65.16,2.24,8.24,98.12,103.23,98.58,98.65,2.66,8.89,55.53,57.32,53.42,55.78,1.62,8.7,55.96,57.49,53.88,55.44,2.35,8.49,45.68,46.37,44.36,45.11,2.14,8.91,64.07,66.99,61.79,64.53,2.01,9.24,124.18,124.26,119.04,122.16,1.3,9.41,21.93,22.08,21.52,21.81,0.28,8.22,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,09/09/2015,2015,9,PHP,21.16,22.1,21.29,21.47,1.46,9.88,22.61,23.41,21.83,22.96,1.17,9.08,37.95,39.37,36.49,37.91,3.22,9.92,79.53,83.87,76.41,80.18,1.82,8.3,188.71,188.47,180.75,185.1,0.48,8.53,210.78,212.24,198.04,207.29,1.91,9.51,142.38,147.36,135.74,141.46,2.64,8.45,85.12,88.29,83.11,85.33,2.34,8.51,48.28,49.79,46.16,48.08,2.02,8.24,69.26,70.66,67.83,70.65,3.83,8.82,93,96.42,89.7,93.58,3.94,9.63,123.78,125.63,122.81,125.21,-0.24,9.94,48.79,48.96,46.93,48.2,0.7,9.64,81.6,84.25,80.84,81.64,1.38,9.03,187.48,192,183.05,187.61,0.92,9.65,44.06,43.97,42.37,43.88,0.89,8.24,135.08,136.39,134.92,135.55,0.39,8.1,92.38,93.06,87.03,90.7,-0.73,9.23,90.18,92.9,86.41,89.8,2.1,9.42,32.7,33.19,31.8,32.81,1.43,9.42,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,10/10/2015,2015,10,PHP,50.46,52.9,50.24,51.1,2.96,8.63,54.95,55.85,54.65,55.31,-0.56,9.94,25.86,26.8,25.94,26.27,4.17,8.05,579.26,591,575.14,581.95,1.41,8.9,105.77,105.33,100.83,104.15,3.45,8.03,106.34,109.4,105.57,106.51,2.4,9.99,199.96,198.77,190.48,197.78,1.56,8.07,87.02,89.39,84.09,86.62,2.6,9.89,46.27,48.7,45.76,46.61,2.51,8.01,33.07,34.22,31.58,32.83,1.72,8.35,50.11,51.26,49.11,50.45,0.92,9.43,76.71,77.59,74.43,77.55,2.59,9.95,11.63,11.78,11.22,11.54,2.68,8.82,225.31,231.82,221.84,224.31,1.45,9.26,112.75,114.3,108.64,111.92,0.73,8.05,70.25,70.55,67.32,69.82,1.23,8.05,138.62,143.02,136.2,138.8,1.56,9.78,88.51,94.14,86.56,90.15,0.89,9.27,127.64,128.4,119.27,125.21,0.42,8.63,38.12,39.51,38.07,38.55,1.9,8.7,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
