ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cabbage,h_cabbage,l_cabbage,c_cabbage,inflation_cabbage,trust_cabbage,o_carrots,h_carrots,l_carrots,c_carrots,inflation_carrots,trust_carrots,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_meat_beef_chops,h_meat_beef_chops,l_meat_beef_chops,c_meat_beef_chops,inflation_meat_beef_chops,trust_meat_beef_chops,o_meat_chicken_whole,h_meat_chicken_whole,l_meat_chicken_whole,c_meat_chicken_whole,inflation_meat_chicken_whole,trust_meat_chicken_whole,o_meat_pork,h_meat_pork,l_meat_pork,c_meat_pork,inflation_meat_pork,trust_meat_pork,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_dish_soap,h_dish_soap,l_dish_soap,c_dish_soap,inflation_dish_soap,trust_dish_soap,o_soap,h_soap,l_soap,c_soap,inflation_soap,trust_soap,o_shampoo,h_shampoo,l_shampoo,c_shampoo,inflation_shampoo,trust_shampoo,o_bleach,h_bleach,l_bleach,c_bleach,inflation_bleach,trust_bleach,o_detergent,h_detergent,l_detergent,c_detergent,inflation_detergent,trust_detergent,o_fabric_softeners,h_fabric_softeners,l_fabric_softeners,c_fabric_softeners,inflation_fabric_softeners,trust_fabric_softeners,o_toothpaste,h_toothpaste,l_toothpaste,c_toothpaste,inflation_toothpaste,trust_toothpaste,o_deodorant,h_deodorant,l_deodorant,c_deodorant,inflation_deodorant,trust_deodorant,o_toilet_paper,h_toilet_paper,l_toilet_paper,c_toilet_paper,inflation_toilet_paper,trust_toilet_paper,components
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/01/2020,2020,1,PHP,28.98,29.07,27.14,28.55,2.1,9.35,23.89,24.43,23.16,23.7,0.35,8.92,45.03,46.32,45.04,45.1,2.99,9.61,131.57,137.79,129.95,131.24,0.72,9.63,122.8,130.48,124.19,124.91,2.25,9.97,100.24,105.03,97.57,101.72,2.37,9.8,159.22,162.44,155.65,158.42,1.22,9.71,31.63,32.28,30.86,31.93,0.76,9.21,18.95,19.12,18.48,18.63,2.94,8.3,42.33,43.09,41.52,42.23,2.93,9.65,69.22,70.44,69.02,70.15,1.61,9.12,74.21,74.96,70.56,73.5,1.89,8.18,12.76,13.11,12.53,12.58,2.51,8.78,90.25,89.22,87.79,88.51,1.27,9.28,86.87,88.79,87.56,88.37,2.06,9.33,81.38,82.25,77.96,80.29,1.2,9.27,483.28,511.28,490.22,491.33,3.21,8.87,164.63,175.07,165.49,167.58,2.4,9.49,35.34,36.31,35.3,35.44,2.08,8.79,66.66,69.77,65.09,66.97,1.23,9.25,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,02/02/2020,2020,2,PHP,19.87,19.77,18.9,19.7,3.04,8.36,59.74,62.54,59.91,60.67,3.13,8.74,103.47,108.84,100.71,103.85,1.19,9.6,231.64,243.72,228.18,233.56,2.78,8.55,208.72,209.13,205.23,206.28,2.33,9.18,90.04,94.71,89.27,90.38,2.13,9.64,67.03,70.7,66.02,68.25,1.23,8.78,61.7,61.19,60.84,61,1.83,9.26,16.21,16.68,15.87,16.33,1.54,9.42,15.6,15.51,15.29,15.37,5.05,8.88,108.49,110.82,107.19,108.59,2,9.52,30.33,30.95,30.01,30.03,1.75,9.7,16.7,17.04,16.53,16.78,1.17,8.77,247.65,249.62,244.7,247.6,1.7,8.18,89.79,95.34,90.55,91.31,2.95,9.1,30.04,31.37,29.09,30.5,3.05,8.11,574.54,574.17,552.16,568.26,2.28,9.49,66.71,67.93,64.03,66.28,0.3,9.72,101.11,104.77,100.51,101.82,1.08,8.55,61.61,61.97,58.92,61.13,0.32,8.9,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,03/03/2020,2020,3,PHP,32.78,34.79,32.34,33.2,2.37,8.52,52.1,51.97,50.4,51.91,3.29,9.75,16.18,16.34,16.23,16.24,2.23,9.34,80.56,80.49,79.05,80.32,3.14,9.9,54.05,54.1,51.09,53.22,1.23,8.28,53.72,54.22,52.45,53.83,1.98,9.35,62.07,63.66,62.61,62.93,0.36,9.08,64.06,65.2,61.96,64.64,2.35,8.47,33.7,34.64,33.7,33.83,3.75,9.61,47.63,48.24,45.1,47.4,2.29,9.53,27.78,28.62,27.96,28.19,0.32,8.7,57.48,58.91,55.55,58.37,2.22,9.24,12.55,12.85,12.27,12.79,2.58,9.5,47.74,48.55,47.3,48.4,2.74,9.94,55.01,55.49,52.39,54.52,2.11,9.89,60.05,61.35,58.2,60.89,2.16,9.24,114.19,120.95,112.8,115.31,1.03,9.38,92.43,93.36,93.03,93.36,4.31,9.33,147.17,152.98,143.67,149.71,1.35,8.19,17.51,18.36,17.67,17.74,3.74,9.3,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,04/04/2020,2020,4,PHP,31.59,31.93,29.71,31.25,0.88,8.46,15.06,15.97,15.32,15.34,2.31,8.81,58.58,59.69,58.46,59.66,3.27,8.1,230.14,228.49,221.73,226.33,0.88,9.87,129.7,131.04,126.42,128.65,1.79,9.1,311.4,311.7,304,308.37,2.81,8.64,84.68,84.67,80.84,84.66,1.3,8.06,88.7,87.89,85.62,87.57,1.85,9.89,22.18,22.55,21.31,22.17,1.34,8.76,23.1,23.81,22.65,22.72,1.1,8.95,255.88,271.17,247.91,260.33,1.68,9.81,98.16,98.02,96.04,96.77,2.13,8.04,13.56,13.78,13.19,13.62,1.51,9.95,332.91,348.79,318.42,333.81,3.04,8.42,45.08,44.51,42.36,44.45,1.8,8.54,129.48,131.9,125.32,130.65,1.98,8.22,179.3,178.84,173.45,176.39,1.47,9.28,32.57,33.93,32.02,33.19,1.64,8.91,21.16,22.13,21.28,21.32,1.24,8.09,15.34,15.69,14.65,15.39,1.25,9.18,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,05/05/2020,2020,5,PHP,25.99,27.18,25.51,26.49,2.35,9.43,7.07,7.12,6.68,6.95,0.71,8.61,7.98,8.27,7.75,8,0.9,9.24,149.57,154.78,150.72,152.27,1.78,9.47,73.14,73.49,71.36,73.11,1.69,9.64,146.47,150.99,143.93,146.12,1.77,9.51,88.57,91,86.55,89.84,0.53,8.97,74.49,75.65,72.11,73.49,2.45,9.03,90.55,94.3,87.86,89.97,0.82,8.49,27.23,27.65,25.92,27.07,1.33,8.15,73.55,74.6,71.51,72.55,3.85,9.18,92.1,97.1,90.78,92.86,2.39,8.09,36.42,37.54,36.13,36.88,4.17,9.54,148.09,147.91,146.33,146.86,2.01,9.94,26.43,26.8,25.58,26.34,1.92,9.5,47.76,49.3,45.83,48.12,2.84,8.28,178.45,183.06,170.52,177.51,3.9,8.26,51.64,53.31,48.6,50.81,2.53,9.56,54.8,56.69,52.99,54.61,1.49,8.92,33.85,36.03,33.23,34.52,2.55,8.01,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,06/06/2020,2020,6,PHP,54.07,53.44,52.97,53.42,2.22,9.42,46.98,47.11,45.05,46.69,1.53,9.27,18.45,19.17,18.66,18.77,2.32,8.49,75.7,79.29,74.4,75.86,-0.09,8.37,77.17,76.46,74.11,75.87,1.68,8.68,91.51,91.6,89.09,91.1,1.34,9.99,194.84,197.93,188.14,194.06,2.53,9.26,55.62,58.05,56.33,56.7,0.12,8.17,21.36,21.93,20.81,21.73,1.82,8.21,55.35,55.38,52.64,54.87,2.26,8.05,55.01,57.08,52.83,55.19,1.1,9.43,111.09,112.33,107.58,110.73,1.9,8.72,50.78,53.07,49.26,51.12,2.93,9.76,115.67,122.14,113.09,117.95,0.94,8.73,70,72.51,68.19,69.81,0.77,8.83,113,115.14,110.27,113.1,2.57,9.99,103.46,105.03,100.16,104.23,0.99,8.2,177.9,182.09,175.67,179.4,0.9,9.02,142.64,149.96,144.57,145.09,2.48,8.72,10.15,10.25,9.65,9.95,0.41,9.45,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,07/07/2020,2020,7,PHP,14.48,15.16,13.94,14.54,1.23,8.38,17.06,16.95,16.11,16.94,1.95,9.45,57.91,59.04,55.38,57.44,1.47,8.8,315.61,327.11,317.37,320.39,2.25,8.02,253.06,254.84,241.28,248.31,2.71,8.44,89.2,88.94,84.11,87.97,1.8,9.14,116.17,120.01,110.6,114.97,3.11,9.33,38.37,38.77,37.25,37.75,2.01,9.17,41.2,42.33,38.93,40.49,0.65,8.27,13.64,14.15,13.62,13.76,1.84,9.43,22.74,23.71,21.71,22.79,2.92,8.11,48.66,49.8,48.36,49.5,0.65,8.63,85.22,88.22,82.8,84.05,1.9,8.6,198.95,206.11,190.7,197.23,2.65,8.76,20.3,20.71,19.39,19.92,1.57,8.74,33.79,35.19,34.34,34.42,2.6,8.7,97.78,104.27,95,99.37,0.72,9.84,111.49,117.82,110.84,112.27,1.47,9.23,127.4,132.76,126.13,129.61,1.95,9.71,35.66,37.64,35.84,36.12,2.23,8.6,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,08/08/2020,2020,8,PHP,109.37,107.83,103.9,107.38,1.74,9.91,27.24,28.05,27.55,27.56,1.88,8.78,87.01,90.68,85.07,87.94,0.76,9.17,84.49,86.89,83.47,83.69,3.02,9.98,1082.1,1121.65,1034.95,1071.76,0.54,8.35,201.05,209.51,194.64,201.49,1.12,9.14,89.98,92.88,91.14,91.5,2.53,8.56,32.94,34.25,31.96,33.05,2.26,8.18,17.84,18.21,17.29,17.92,3.09,8.81,28.7,28.7,27.79,28.16,1.85,9.22,40.34,40.63,38.15,39.64,1.93,8.28,30.59,31.54,28.75,30.08,2.12,8.8,48.75,49.55,47.09,48.16,1.42,9.93,46.8,47.6,45.5,47.34,1.47,8.35,239.58,252.48,238.82,241.57,3.16,9.03,196.77,195.6,185.6,193.76,2.57,8.21,132.08,132.55,123.63,129.84,0.83,8.24,83.54,85.54,80.8,82.92,3.22,9.61,164.28,169.58,156.06,162.66,2.24,9.29,35.59,35.45,33.88,35.39,2.88,8.61,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,09/09/2020,2020,9,PHP,27.57,28.58,27.44,27.65,1.97,9.92,17.96,18.14,17.34,18.12,3.45,8.76,8.62,8.64,8.53,8.57,3.29,9.22,110.99,113.47,105.31,110.16,0.93,8.51,100.52,100.77,98.39,100.18,0.24,9.33,90.49,93.34,88.65,89.33,0.86,8.97,83.46,82.41,80.32,81.89,2.33,9.19,56.31,59.6,55.58,57.17,1.9,8.23,31.9,31.95,29.87,31.38,3.07,8.01,73.82,77.42,72.7,74.64,1.8,9.52,94.23,99.21,94.19,94.99,2.85,9.39,149.64,150.73,140.28,147.22,-0.08,8.17,56.31,58.15,55.38,56.6,2.79,8.57,66.41,70.36,66.4,67.5,1.56,9.94,33.5,33.51,32.54,33.19,2.43,8.97,36.24,37.3,35.19,36.2,1.39,9.99,65.44,69.02,63.39,66.27,1.25,8.37,45.57,46.66,44.91,46.09,1.77,8.16,99.73,100.58,95.35,98.51,1.73,9.34,18.37,18.66,17.98,18.2,2.87,8.8,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,10/10/2020,2020,10,PHP,98.74,101.16,94.75,98.93,1.05,8.36,35.62,36.33,34.78,34.99,2.65,8.95,26.76,27.32,25.86,26.55,2.42,8.33,105.85,104.14,102,103.95,3.16,8.99,40.36,40.36,39.2,39.67,2.2,8.47,131.76,136.78,132.95,133.63,2.22,9.26,46.48,46.87,45.97,46.33,1.79,9.66,65.4,66.46,65.08,66.44,2.69,8.97,45.18,46.62,42.49,44.67,2.06,9.33,63.3,64.16,61.61,63.25,3.99,9.56,86.88,90.67,86.95,88.16,0.3,9.95,40.73,40.15,38.61,40.08,4.48,9.22,32.42,32.86,31.62,32.69,0.88,9.73,96.92,100.51,92.2,96.74,1.37,8.16,40.67,42.07,41.09,41.09,3.53,9.33,94.96,97.12,90.7,93.89,1.69,8.14,188.38,197.9,187.43,188.51,2.64,9.99,197.8,194.26,192.28,194.12,1.71,8.64,118,122.23,116.61,117.05,1.76,8.06,55.51,55.74,54.99,55.35,1.88,9.72,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
