ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cabbage,h_cabbage,l_cabbage,c_cabbage,inflation_cabbage,trust_cabbage,o_carrots,h_carrots,l_carrots,c_carrots,inflation_carrots,trust_carrots,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_meat_beef_chops,h_meat_beef_chops,l_meat_beef_chops,c_meat_beef_chops,inflation_meat_beef_chops,trust_meat_beef_chops,o_meat_chicken_whole,h_meat_chicken_whole,l_meat_chicken_whole,c_meat_chicken_whole,inflation_meat_chicken_whole,trust_meat_chicken_whole,o_meat_pork,h_meat_pork,l_meat_pork,c_meat_pork,inflation_meat_pork,trust_meat_pork,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_dish_soap,h_dish_soap,l_dish_soap,c_dish_soap,inflation_dish_soap,trust_dish_soap,o_soap,h_soap,l_soap,c_soap,inflation_soap,trust_soap,o_shampoo,h_shampoo,l_shampoo,c_shampoo,inflation_shampoo,trust_shampoo,o_bleach,h_bleach,l_bleach,c_bleach,inflation_bleach,trust_bleach,o_detergent,h_detergent,l_detergent,c_detergent,inflation_detergent,trust_detergent,o_fabric_softeners,h_fabric_softeners,l_fabric_softeners,c_fabric_softeners,inflation_fabric_softeners,trust_fabric_softeners,o_toothpaste,h_toothpaste,l_toothpaste,c_toothpaste,inflation_toothpaste,trust_toothpaste,o_deodorant,h_deodorant,l_deodorant,c_deodorant,inflation_deodorant,trust_deodorant,o_toilet_paper,h_toilet_paper,l_toilet_paper,c_toilet_paper,inflation_toilet_paper,trust_toilet_paper,components
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/01/2017,2017,1,PHP,25.09,26.7,24.39,25.45,2.42,9.75,36.21,37.25,35.54,36.01,1.86,9.64,21.38,22.2,20.84,21.5,1.7,9.89,75.51,77.13,76.61,76.8,2.64,9.28,101.34,102.42,101.21,101.89,0.63,8.6,76.86,75.98,74.88,75.9,2.01,8.05,100.35,106.89,97.58,101.82,2.21,8.64,68.57,71.77,65.72,68.52,1.58,8.29,24.56,24.93,23.95,24.53,2.82,8.61,48.96,48.33,47.8,48.19,3.24,9.29,33.51,33.46,32.31,33.05,1.89,9.22,61.89,61.77,61.31,61.47,1.33,9.98,74.07,73.75,70.34,73.04,1.79,8.33,135.74,136.63,131.9,135.39,2.17,9.78,90.75,94.04,90.29,91.28,0.37,8.21,214.79,218.35,209.47,213.75,1.04,9.65,132.46,135.12,132.09,133.22,-0.01,8.37,63.49,63.28,62.46,62.73,-0.73,8.57,76.59,79.93,74.01,77.6,2.07,9.96,7.85,7.88,7.76,7.86,1.44,8.75,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,02/02/2017,2017,2,PHP,39.1,38.91,36.93,38.5,1.93,8.68,14.35,14.77,14.25,14.4,1.28,8.13,18.04,18.71,17.06,17.87,1.33,8.08,157.91,159.75,152.45,158.35,2.13,9.28,180.86,184.86,175.22,178.49,0.83,8.16,139.57,141.84,133.55,138.52,2.44,9.94,205.28,211.82,197.13,204.98,1.53,9.22,54.88,55.1,52.86,54.22,1.72,9.81,12.67,13.2,12.52,12.77,2.49,8.6,41.64,42.03,41.31,41.54,0.9,8.83,90.69,93.58,90.91,91.32,0.86,9.95,35.27,36.27,35.19,35.37,1.82,9.11,53.85,54.97,51.88,53.17,0.6,8.02,82.2,82.69,79.45,80.93,0.21,9.49,42.27,43.62,41.13,42.3,4.34,9.41,43.68,43.71,42.86,43.51,2.39,9.24,69.22,70.02,67.54,69.61,1.73,9.49,121.67,125.26,116.5,119.48,0.73,9.44,72.73,75.68,70.9,73.73,2.2,9.47,45.34,46.62,44.44,45.67,3.42,8.43,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,03/03/2017,2017,3,PHP,40.92,41.51,39.06,40.37,1.99,9.8,22.63,23.4,21.42,22.34,0.53,9.17,34.38,35.89,34.29,34.95,2.18,8.63,122.49,124.67,120.89,123.21,3.38,8.46,154.54,158.45,151.83,152.02,3.25,8.88,156.59,158.81,151.44,154.94,2.23,9.47,109.93,115.35,107.81,110.7,3.55,9.94,82.55,86.39,79.6,83.16,3.19,8.11,78.06,79.92,77.31,77.69,2.14,9.24,89.51,90.41,85.61,87.79,0.64,9.42,54.71,56.13,54.02,55.05,2.47,8.13,80.36,80.76,79.16,79.57,2.57,8.8,37.71,38.93,35.27,37.09,1.54,9.25,52.08,53.83,49.49,51.47,3.24,8.46,54.95,55.76,54.21,55.32,1.11,8.39,95.72,95.85,91.47,93.95,1.12,8.28,161.01,167.85,161.89,164.29,1.31,9.09,50.07,49.98,48.16,49.72,1.53,9.21,35.08,36.32,34.15,35.26,1.31,9.71,21.45,22.75,21,21.81,1.84,9.32,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,04/04/2017,2017,4,PHP,54.71,57.44,54.89,55.77,2.54,9.66,34.8,34.7,34.08,34.4,1.67,9.01,21.38,21.71,21.07,21.33,0.63,8.07,167.62,173.32,163.95,167.53,1.85,8.66,117.82,121.37,113.97,118.93,-0.45,8.71,53.68,54.91,52.67,53.83,1.72,8.46,230.63,232.49,225.78,230.65,2.46,9.99,53.23,54.2,53,54.06,1.88,9.03,13.65,13.95,13.58,13.64,1.45,8.28,49.04,50.52,46.99,49.09,3.83,8.57,55.63,57.75,54.72,56.42,2.79,8.27,164.99,171.9,162.19,166.51,2.17,9.29,64.06,66.45,64.31,65.35,4.61,8.98,49.87,52.26,49.93,50.69,1.93,8.49,97.46,101.38,97.13,97.72,2.66,9.87,97.26,101.97,96.87,98.05,2.21,8.49,87.63,90.74,84.71,86.84,2.18,9.02,94.84,96.79,95.86,96.66,1.27,9.3,93.64,95.83,90.54,93.67,1.84,8.37,25.68,26.47,25.34,25.56,0.96,8.37,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,05/05/2017,2017,5,PHP,19.87,20.14,19.61,20.06,2.08,8.58,46.01,48.05,45.51,45.9,2.38,8.59,98.61,99.96,96.03,97.67,2.59,8.25,216.16,223.78,207.13,216.44,1.5,9.66,34.25,34.26,32.29,33.98,1.88,9.4,71.72,73.52,71.97,72.01,1.17,8.62,237.98,240.89,226,236.65,1.15,10,45.84,47.71,45.47,46.68,-0.03,8.24,30.1,31.51,29.34,30.03,2.58,9.56,16.89,16.9,15.91,16.59,0.86,8.08,51.14,53.95,49.96,51.78,2.86,9.42,79.29,84.05,80.34,80.83,1.76,8.02,50.18,50.59,50.29,50.34,4.29,8.82,74.44,76.12,71.04,73.74,1.73,9.26,49.32,51.39,47.31,49.5,1.38,9.03,84.62,85.6,83.34,85.33,1.02,9.06,154.62,160.96,150.01,155.35,2.6,9.75,44.4,47.28,44.79,45.19,3.51,9.82,59.14,58.45,58.01,58.25,2.55,9.46,22.35,22.81,21.34,22.17,1.94,8.63,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,06/06/2017,2017,6,PHP,24.27,24.25,23.22,23.87,2.35,8.06,22.62,22.71,21.42,22.38,1.29,8.06,15.56,15.82,15.3,15.48,2.14,8.64,148.24,151.43,145.91,146.27,1.04,8.68,100.16,102.7,100.52,101.47,0.27,8.28,67.32,67.28,65.32,66.52,4.36,9.75,70.29,71.2,68.29,70.5,1.98,8.77,70.71,72,69.57,70.55,1.02,9.3,118.95,121.78,116.58,118.81,3.2,8.73,46.22,47.6,44.64,46.05,1.99,8.09,40,41.29,39.31,39.78,2.14,9.6,59.05,60.85,58.1,59.83,4.24,9.55,29.24,29.94,27.36,28.76,1.09,9.95,74.18,74.32,72.41,73.14,1.94,9.47,73.16,73.87,71.04,71.8,1.36,9.23,69.35,71.54,67.41,68.69,1.91,8.81,68.85,69.21,66.19,67.62,2.57,8.45,82.35,84.55,79.26,81.51,0.59,8.4,33.55,34.35,31.64,33.22,1.22,8.9,9.26,9.64,9.2,9.26,2.12,9.83,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,07/07/2017,2017,7,PHP,55.09,56.8,55.6,55.66,2.31,9.16,36.75,38.05,36.15,36.88,1.79,9.09,19.71,19.76,19.06,19.58,1.88,9.96,70.97,70.05,66.27,69.61,0.56,8.3,375.02,389.9,366.48,376.62,0.06,9.9,204.41,212.62,202.59,207.42,2.56,8.02,106.48,108.62,102.53,104.84,0.55,9.49,71.78,74.18,69.32,71.19,1.38,9.53,22.05,21.91,20.66,21.75,1.03,8.35,68.5,69.65,67.29,67.48,1.29,9.61,40.38,41.88,39.81,40.66,1.8,8.86,27.97,28.23,26.36,27.72,2.42,9.66,27.57,27.5,26.24,27.33,2.41,9.87,118.93,122.01,116.89,120.06,3.44,8,46.29,45.9,43.77,45.87,3.87,9.24,211.03,215.29,212.43,215.2,2.51,9.62,72.7,73.61,70.91,71.54,3.53,9.04,20.86,21.44,20.26,21.22,2.29,8.45,62,62.04,61.49,61.86,1.55,8.17,28.76,30.48,29.04,29.11,2.45,9.8,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,08/08/2017,2017,8,PHP,30.84,31.3,30.2,30.77,2.16,9.88,33.37,34.56,32.97,33.39,4.05,9.63,22.3,22.35,21.4,22.12,0.63,8.9,46.64,48.55,47,47.25,2.36,8.64,263.47,275.95,266.25,266.97,2.79,9.15,86.07,88.46,81.71,85.43,3.29,9.26,284.49,287.55,278.07,282.97,2.24,8.59,42.71,43.38,41.35,42.32,2.94,8.41,26.21,27.07,25.22,25.99,1.58,8.01,34.61,35.99,33.79,34.73,1.32,8.22,44.18,44.78,42.84,44.53,1.26,8.48,250.25,249.14,247.58,247.73,3.23,8.64,84.55,89.1,81.19,84.87,1.57,9.07,58.67,59.76,56,58.24,3.38,8.22,53.61,55.82,52.16,54.41,1.47,9.54,103.74,102.7,99.09,102.33,1.99,9.5,31.63,32.28,30.13,31.19,1.59,8.35,32,32.01,31.94,31.98,4.63,8.76,40.9,41.03,39.79,40.41,2.77,8.52,27.43,27.63,26.09,27.24,1.89,9.52,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,09/09/2017,2017,9,PHP,27.83,28.86,27.73,27.86,3.73,8.75,10.43,10.67,10.07,10.25,2.15,8.73,20.64,20.57,20.32,20.53,2.43,8.37,109.83,114.7,109.91,110.42,3.52,9.32,377.42,393.7,376.33,383.54,2.19,9.57,73.82,75.29,73.21,73.56,0.57,8.81,305.08,308.47,303.07,303.32,2.68,9.66,35.49,35.84,34.2,35.29,2.13,8.49,33.17,34.72,32.14,33.43,0.04,8.09,42.07,42.11,39.81,41.83,2.71,8.72,55.95,57.14,53.87,54.95,4.38,9.52,62.12,64.09,59.59,62.5,1.51,8.25,21.57,22.94,21.15,21.92,2.57,9.09,71.77,74.06,70.26,70.96,2.43,8.03,38.79,38.79,36.78,38.4,0.8,8.93,134.41,135.79,132.37,132.54,3.92,9.93,186.36,193.94,182.56,189.69,2.93,9.82,39.93,41.79,39.99,40.6,2.18,8.01,124.01,127.69,118.53,124.11,2.81,8.95,26.54,27.34,26.64,26.97,1.71,8.17,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,10/10/2017,2017,10,PHP,23.63,24.14,22.6,23.65,2.47,8.81,48.67,51.09,47.94,49.45,0.78,8.56,20.12,20.55,19.95,20.46,1.42,9.77,133.27,133.9,127.91,131.39,0.01,8.74,110.1,115.08,107.45,110.87,3.56,9.14,121.64,119.89,118.14,119.26,-0.49,9.23,133.87,133.6,131.3,133.08,3.18,9.26,54.27,56.95,54.49,54.88,2.26,8.5,95.01,97.28,90.91,94.14,1.16,9.76,64.16,66.85,63.89,65.32,4.15,9.36,116.59,118.71,114.81,116.88,0.76,8.95,149.45,153.41,145,148.92,2.33,9.05,75.37,76.65,73.11,76.52,2.17,8.99,135.32,141.01,129.5,134.72,2.16,8.11,205.12,203.63,192.59,201.42,1.92,9.83,91.41,95.11,88.87,92.53,1.88,8.37,81.57,84.23,79.77,80.42,0.21,8.43,34.32,35.71,33.35,34.56,1.47,8.45,128.09,130.49,124.7,126.45,3.04,9.57,36.69,37.58,35.44,36.77,1.63,9.1,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
