ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cabbage,h_cabbage,l_cabbage,c_cabbage,inflation_cabbage,trust_cabbage,o_carrots,h_carrots,l_carrots,c_carrots,inflation_carrots,trust_carrots,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_meat_beef_chops,h_meat_beef_chops,l_meat_beef_chops,c_meat_beef_chops,inflation_meat_beef_chops,trust_meat_beef_chops,o_meat_chicken_whole,h_meat_chicken_whole,l_meat_chicken_whole,c_meat_chicken_whole,inflation_meat_chicken_whole,trust_meat_chicken_whole,o_meat_pork,h_meat_pork,l_meat_pork,c_meat_pork,inflation_meat_pork,trust_meat_pork,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_dish_soap,h_dish_soap,l_dish_soap,c_dish_soap,inflation_dish_soap,trust_dish_soap,o_soap,h_soap,l_soap,c_soap,inflation_soap,trust_soap,o_shampoo,h_shampoo,l_shampoo,c_shampoo,inflation_shampoo,trust_shampoo,o_bleach,h_bleach,l_bleach,c_bleach,inflation_bleach,trust_bleach,o_detergent,h_detergent,l_detergent,c_detergent,inflation_detergent,trust_detergent,o_fabric_softeners,h_fabric_softeners,l_fabric_softeners,c_fabric_softeners,inflation_fabric_softeners,trust_fabric_softeners,o_toothpaste,h_toothpaste,l_toothpaste,c_toothpaste,inflation_toothpaste,trust_toothpaste,o_deodorant,h_deodorant,l_deodorant,c_deodorant,inflation_deodorant,trust_deodorant,o_toilet_paper,h_toilet_paper,l_toilet_paper,c_toilet_paper,inflation_toilet_paper,trust_toilet_paper,components
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/01/2023,2023,1,PHP,75.51,77.02,73.5,76.75,2.31,9.22,36.88,38.06,35.68,37.07,1.53,8.05,8.93,9.05,8.53,8.88,1.51,8.68,489.59,504.15,461.16,483.03,1.39,9.17,123.66,127.11,122.24,122.26,1,9.44,66.08,68.16,65.18,65.96,0.08,9.09,263.8,271.2,257.99,269.13,1.29,8.79,48.34,51.17,47.49,49.23,0.76,9.04,47.58,49.67,47.07,48.5,2.45,8.82,40.19,40.37,39.77,39.91,2.17,9.32,46.5,47.63,46.2,46.3,1.1,8.42,66.08,66.51,64.12,65.97,1.58,8.77,109,110.35,105.14,108.7,3.35,9.4,105.8,105.78,103.52,105.38,0.31,8.59,36.4,37.91,35.72,36.45,1.23,9.58,20.72,21.16,20.08,21.11,2.06,9.12,54.1,55.42,52.28,53.59,3.61,8.93,19.83,20.35,18.83,19.51,0.73,8.71,176.48,177.16,167.75,173.54,1.84,9.86,70.47,72.9,69.36,69.52,4.07,8.7,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,02/02/2023,2023,2,PHP,25.53,26.18,24.7,25.43,2.49,9.95,13.22,13.57,13.08,13.4,1.12,8.32,17.9,18.47,17.37,17.82,0.52,9.65,237.52,239.31,235.54,236.5,0.12,8.49,237.05,237.41,223.73,233.68,2.41,9.05,61.28,63.43,62.4,62.51,2.75,9.4,236.57,238.54,226.42,233.35,2.88,9.86,6.45,6.67,6.21,6.36,2.35,8.5,32.2,33.49,30.87,31.99,2.5,8.01,49.77,51.39,48.63,49.72,3.09,8.38,149.1,151.13,142.26,147.9,2.01,8.52,57.47,58.41,56.54,57.3,2.08,9.94,39.16,39.82,39.61,39.65,2.48,9.79,63.82,64.59,61.94,62.98,1.91,8.23,51.58,54.2,50.17,52.13,2.48,9.81,75.45,76.6,74.31,74.33,2.21,9.24,84.35,85.4,80.32,83.17,0.94,8.64,34.94,34.63,32.91,34.39,1.03,8.84,31.54,32.26,30.83,32.16,1.46,8.71,30.46,31.37,30.53,30.97,0.25,8.35,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,03/03/2023,2023,3,PHP,16.14,16.55,15.24,16.01,2.25,9.91,15.44,15.95,14.87,15.39,-0.46,8.96,20.99,21.64,20.39,21,1.82,9.75,594.99,616.86,568.09,590.09,1.96,9.16,56.74,58.98,54.21,56.81,3.86,9.14,217.14,227.44,209.95,218.67,1.73,8.78,68.13,72.5,66.01,69.11,-0.14,9.67,94.17,95.1,90.6,92.62,2.98,9.16,33.05,34.62,33.53,33.61,2.18,8.55,51.17,51.75,50.23,50.86,2.3,9.31,118.13,119.99,118.25,118.27,1.62,9.8,155.12,154.31,148.71,152.47,2.43,8.02,28.88,28.89,27.08,28.44,2.1,9.32,123.08,122.34,115.12,120.99,4.05,8.1,67.29,68.28,67.72,67.74,1.72,8.74,130.8,135.46,128.01,133.45,1.74,8.42,66.24,67.24,64.82,65.89,1.33,9.87,133.56,137.44,133.56,135.45,2.91,9.06,127.64,132.54,128.68,130.02,1.78,8.19,45.57,47.14,45.48,45.85,-1.1,9.38,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,04/04/2023,2023,4,PHP,8.89,8.93,8.74,8.88,0.68,8.6,15.2,15.73,15.27,15.49,1.6,8.6,29.24,29.9,29.03,29.34,3.06,9.02,85.73,88.79,85.43,87.36,0.31,9.76,52.22,51.87,50.59,51.48,3.27,8.82,254.67,268.96,255.15,257.11,1.31,9.79,69.79,72.86,68.87,70.41,2,8.72,245.02,249.45,235.92,244.78,1.44,9.33,35.52,36.85,35.29,35.46,2.63,8.63,91.56,92.72,88.32,90.36,1.74,8.75,57.25,58.17,56.55,57.13,1.99,9.82,16.81,17.04,16.46,16.56,1.1,9.87,85.87,88.86,81.69,85.64,2.52,8.11,99.01,98.64,97.4,98.32,0.83,9.36,28.47,28.24,26.88,27.96,3.78,9.17,47.19,48.6,45.81,47.33,1.24,8.67,166.83,177.72,161.94,170.06,2.48,9.36,37.91,38.91,35.75,37.58,2.65,8.37,53.58,53.75,53.14,53.42,2.32,9.43,17.97,18.25,16.95,17.63,0.64,9.79,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,05/05/2023,2023,5,PHP,19.66,19.88,18.84,19.4,2.66,9.53,9.85,10.14,9.93,9.94,1.7,8.1,36.13,36.34,36.16,36.19,1.71,8.29,151.03,149.74,145.29,149.31,1.86,8.85,151.67,154.28,148.12,150.5,2.71,8.8,277.03,281.49,274.97,275.32,1.9,8.29,90.08,90.43,85.85,88.56,2.81,9.32,33.62,34.72,32.96,33.93,0.7,9.14,120.51,123.06,113.83,118.45,2.08,9.79,17.59,17.91,17.16,17.83,2.77,9.58,61.75,62.73,58.79,61.63,1.65,9,110.97,114.76,111.33,112.11,2.49,8.47,32.02,32.98,30.11,31.49,2.99,8.14,113.26,115.17,110.47,111.27,2.58,9.3,55.66,57.02,54.34,55.16,2.59,8.16,133.4,135.72,126.93,131.72,1.38,9.96,114.76,114.56,112.62,114.18,1.16,8.93,39.96,41.94,38.93,40.18,0.6,8.03,57.24,57.79,56.18,56.92,-0.07,9.89,7.55,7.77,7.31,7.51,2.14,9.71,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,06/06/2023,2023,6,PHP,19.36,20.14,19.34,19.34,0.45,9.56,17.1,17.29,16.76,17.28,1.58,8.86,19.68,20.02,18.96,19.66,3.26,9.44,58.88,61.4,59.24,59.62,3.56,8.4,44.29,44.58,43,44.34,1.59,8.58,161.5,164.48,161.46,163.95,1.83,8.17,63.48,64.15,63.28,63.71,2.07,9.88,150.96,154.59,145.08,148.94,1.87,8.45,100.11,103.8,99.43,100.47,2.39,8.49,19.78,20.8,20.02,20.07,1.9,8.21,63.95,65.51,62.91,64.27,1.96,8.68,54.87,55.98,51.81,54.3,1.18,9.98,40.56,40.28,39.82,40.27,1.21,9.59,37.19,38.74,36.04,37.1,1.48,9.63,120.27,121.63,113.47,119.27,2.65,8.35,121.73,124.59,118.28,121.72,3.74,8.85,263.5,275.36,253.44,266.6,2.49,8.17,54.43,54.84,52.84,54.35,2.26,9.37,122.25,125.01,121.13,122.32,3.2,9.15,31.08,31.69,29.15,30.55,1.48,8.99,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,07/07/2023,2023,7,PHP,19.96,20.47,19.52,19.95,2.43,8.8,30.17,31.63,29.77,30.18,3.16,9.39,66.43,70.76,67.17,67.59,0.39,9.32,56.61,56.11,53.5,55.72,2.78,9.35,84.05,85.86,80.71,83.7,1.49,9.97,112.55,116.13,106.5,111.12,2.26,9.56,76.86,77.49,74.15,75.57,1.25,8.44,22.52,22.96,22.13,22.37,1.73,8.13,100.81,102.59,99.25,102.45,3.05,8.84,37.47,38.26,35.91,36.78,2.37,9.39,16.17,17.21,15.94,16.49,0.25,8.31,27.52,28.77,27.17,28.02,2.06,8.88,19.22,19.99,18.88,19.27,1.44,8.37,155.28,160.8,153.9,156.55,2.5,8.16,100.59,102.27,99.66,100.52,4.46,9.72,61.79,63.21,58.22,60.85,-0.79,9.62,43.21,45.02,42.42,43.12,1.81,8.12,19.81,20.21,19.1,19.57,1.42,8.92,22.31,23.23,22.23,22.67,1.96,9.07,38.07,38.17,36.09,37.96,0.84,9.6,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,08/08/2023,2023,8,PHP,19.7,20.17,18.73,19.7,2.61,8.98,13.73,14.21,13,13.65,3.62,8.36,9.5,9.61,9.08,9.45,1.5,9.95,126.56,125.85,122.06,124.58,3.42,9.6,43.63,45.52,42.11,44.1,0.96,9.06,139.35,140.82,136.65,137.71,3.08,8.14,64.24,67.13,64.12,64.99,2.61,8.37,25.64,26.92,25.37,25.65,1.34,8.53,10.09,10.44,9.88,10.3,2.2,8.74,96.7,97.46,93.49,95.25,1.83,8.52,48.75,49.26,48.36,48.52,1.84,8.02,168.13,176.76,168.94,170.32,2.11,9.43,22.66,22.91,22.08,22.4,3.52,9.4,130.46,135.07,130.2,131.82,0.8,9.05,52.59,53.39,52.7,52.82,3.36,8.31,51.35,51.73,49.75,51.36,1.72,9.64,122.34,126.62,123.36,124.55,1.45,9.32,20.26,20.23,18.92,19.89,2.65,8.69,75.88,76.37,73.89,75.93,4.1,9.46,5.46,5.77,5.45,5.51,1.99,8.39,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,09/09/2023,2023,9,PHP,144.74,146.96,140.59,143.38,3.22,8.99,7.33,7.73,7.22,7.43,4.07,9.09,34.13,35.89,32.87,34.29,1.69,8.09,101.99,106,97.5,101.57,3.4,8.35,40.22,40.81,39.97,40.52,2.14,8.54,40.14,40.63,39.78,40.16,2.25,8.1,259.16,274.04,249.72,262.42,1.88,8.24,27.49,28.54,27.29,27.82,2.14,8.85,104.01,106.52,98.46,102.17,-0.85,9.61,33.59,35.06,33.04,33.47,2.36,8.22,47.44,47.59,46.31,47.55,2.02,8.63,73.79,77.14,70.46,73.48,4.16,8.63,33.85,34.33,33.43,33.93,2.3,8.4,64.96,68.35,63.83,66,1.55,9.66,123.97,126.89,118.48,123.11,4.21,9.87,22.78,23.17,21.99,22.47,2.21,8.21,58.55,59.59,57.93,58.12,2.54,9.14,81.71,85.02,78.07,81.34,2.69,9.96,62.08,64.23,61.46,62.52,1.16,9.08,43.47,44.24,43.55,44.21,0.96,9.09,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,10/10/2023,2023,10,PHP,30.01,30.09,29.86,29.96,3,9.91,3.9,4.04,3.86,3.98,0.75,8.87,10.56,11,10.3,10.76,1.68,8.28,137.29,143.78,135.43,138.04,0.92,8.51,431.7,429.21,424.54,425.43,1.87,8.17,357.11,375.6,350.45,360.17,2.01,9,22.34,23.06,22.71,22.75,1.08,8.4,34.21,35.09,33.78,33.84,4.25,8.52,164.53,171.77,157.97,164.39,2.59,8.91,25.46,25.7,25.25,25.65,2.93,9.73,125.78,129.01,123.98,126.82,2.65,9.7,160.18,160.82,151.94,158.85,2.63,8.84,54.09,54.24,51.26,53.2,2.72,9.02,71.23,74.2,68.49,70.96,2.9,8.22,160.41,162.23,154.05,160.21,2.04,8.09,33.45,34.3,33.38,34.09,1.22,9.07,347.22,358.18,340.54,346.33,0.43,8.42,40.56,41.12,38.05,39.77,-0.41,8.67,46.78,46.9,45.5,46.08,2.34,8.61,14.33,14.89,13.97,14.33,2.56,9.88,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
