ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cabbage,h_cabbage,l_cabbage,c_cabbage,inflation_cabbage,trust_cabbage,o_carrots,h_carrots,l_carrots,c_carrots,inflation_carrots,trust_carrots,o_eggs,h_eggs,l_eggs,c_eggs,inflation_eggs,trust_eggs,o_meat_beef_chops,h_meat_beef_chops,l_meat_beef_chops,c_meat_beef_chops,inflation_meat_beef_chops,trust_meat_beef_chops,o_meat_chicken_whole,h_meat_chicken_whole,l_meat_chicken_whole,c_meat_chicken_whole,inflation_meat_chicken_whole,trust_meat_chicken_whole,o_meat_pork,h_meat_pork,l_meat_pork,c_meat_pork,inflation_meat_pork,trust_meat_pork,o_onions,h_onions,l_onions,c_onions,inflation_onions,trust_onions,o_potatoes,h_potatoes,l_potatoes,c_potatoes,inflation_potatoes,trust_potatoes,o_rice,h_rice,l_rice,c_rice,inflation_rice,trust_rice,o_tomatoes,h_tomatoes,l_tomatoes,c_tomatoes,inflation_tomatoes,trust_tomatoes,o_dish_soap,h_dish_soap,l_dish_soap,c_dish_soap,inflation_dish_soap,trust_dish_soap,o_soap,h_soap,l_soap,c_soap,inflation_soap,trust_soap,o_shampoo,h_shampoo,l_shampoo,c_shampoo,inflation_shampoo,trust_shampoo,o_bleach,h_bleach,l_bleach,c_bleach,inflation_bleach,trust_bleach,o_detergent,h_detergent,l_detergent,c_detergent,inflation_detergent,trust_detergent,o_fabric_softeners,h_fabric_softeners,l_fabric_softeners,c_fabric_softeners,inflation_fabric_softeners,trust_fabric_softeners,o_toothpaste,h_toothpaste,l_toothpaste,c_toothpaste,inflation_toothpaste,trust_toothpaste,o_deodorant,h_deodorant,l_deodorant,c_deodorant,inflation_deodorant,trust_deodorant,o_toilet_paper,h_toilet_paper,l_toilet_paper,c_toilet_paper,inflation_toilet_paper,trust_toilet_paper,components
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,01/01/2009,2009,1,PHP,30.04,31.13,29.81,30.59,3.79,8.74,20.22,21.03,19.77,20.19,2.04,8.47,27.68,28.75,26.61,27.68,2.19,9.32,107.08,109.8,103.15,107.36,2.51,9.17,93.18,98.03,94,94.15,1.27,8.15,109.2,111.9,108.84,108.95,2.38,9.82,156.84,161.03,157.69,159.31,3.67,9.32,48.95,49.05,47.52,48.53,2.62,9.1,41.81,42.31,41.11,41.65,2.28,8.94,63.93,66.15,61.33,63.16,0.99,9.92,86.51,86.88,84.86,86.36,2.19,8.56,62.03,63.26,58.39,60.99,3.45,9.58,67.94,69.08,67.63,69,2.26,9.46,100.68,104.75,99.13,100.5,1.2,9.16,73.04,74.02,70.31,72.54,2.43,9.32,82,87.04,80.69,82.94,2.13,9.75,123.59,126.93,117.89,123.31,2.65,8.97,91.48,93.38,88.98,92.05,1.05,8.62,68.88,70.97,69.34,70.15,2.32,9.68,32.56,33.88,31.59,32.7,2.2,8.19,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,02/02/2009,2009,2,PHP,29.82,31.44,29.77,29.97,2.7,9.01,19.04,20.12,18.77,19.25,1.22,9.35,39.72,40.75,37.3,38.97,1.41,9.88,130.42,137.54,128.92,131.94,2.12,9.09,111.07,114.12,109.08,110.41,1.56,9.06,125.63,131.16,121.74,127.96,0.37,9.5,141.68,143.96,133.42,140.08,4.25,8.16,70.33,69.32,68.54,69.21,0.95,8.3,41.9,43.43,40.12,41.55,1.03,9.36,44.39,46.03,44.24,44.97,0.56,8.07,57.39,60.17,57.01,57.42,1.63,8.95,76.88,79.67,73.31,76.18,2.23,8.69,50.48,50.94,48.97,50.3,2.12,8.56,64,66.4,62.07,64.61,1.63,9.52,44.99,46.47,42.67,44.29,2.83,8.4,103.2,105.68,100.71,104.48,2.74,9.22,69.88,72.37,65.97,68.96,1.53,9.19,125.16,132.01,122.68,127.21,3.65,8.39,115.95,120.47,110.61,115.24,1.3,8.02,48.16,48.49,45.55,47.73,1.78,9.27,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,03/03/2009,2009,3,PHP,32.15,33.11,30.09,31.67,1.83,8.43,18.74,19.66,18.54,19.07,4.02,8.08,35.66,35.91,34.75,35.38,2.06,8.35,112.61,119.11,112.26,113.85,4.2,8.49,109.75,114.38,106.81,109.97,3.21,9.2,84.41,87.71,83.35,85.81,3.22,9,174.55,182.43,169.32,174.56,1.74,9.01,87.76,89.77,84.48,86.67,1.75,8.64,37.18,37.4,35.65,36.55,1.49,8.56,59.53,60.43,58.77,59.31,3,9.78,62.76,65.48,62.99,63.89,2.89,8.22,82.68,85.54,81.01,84.29,2.44,8.64,65.69,66.07,63.32,64.41,3.47,8.76,155.17,156.39,145.81,152.19,2.12,9.72,81.23,82.6,81.01,81.65,3.38,8.46,118.69,125.75,114.46,120.05,2.36,8.61,102.96,106.89,101.13,104,2.98,9.1,63.07,65.16,62.38,62.79,-0.28,8.31,67.76,69.63,65.63,67.28,2.32,9.78,41.36,41.38,39.87,40.69,2.29,8.96,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,04/04/2009,2009,4,PHP,36.41,38.07,35.85,37.08,3.04,8.91,24.2,24.48,23.23,24.25,3.43,9.41,40.65,41.44,39.66,40.31,2.23,8.52,126.92,128.94,122.95,128.28,1.42,8.67,159.61,163.01,155.08,161.1,3.32,9.92,136.75,139.91,135.16,137.04,3.74,8.95,139.72,143.02,136.92,139.09,2.66,9.54,59.02,61.18,57.94,60.02,1.78,8.27,43.52,44.13,41.83,43.46,2.75,8.09,61.73,62.85,60.37,61.1,2.79,9.36,54.28,55.87,52.79,54.54,3.01,9.13,117.88,120.31,114.35,118.01,2.1,9.02,64.74,66.62,63.48,64.25,2.24,8.12,166.27,175.51,166.29,168.41,0.81,9.01,64.37,67.41,62.96,65.17,1.34,9.81,115.87,117.23,114.11,115.81,1.46,9.83,166.47,170.23,161.13,166.2,0.38,9.59,82.62,83.66,80.41,81.29,0,9.22,68.8,69.92,64.85,67.49,2.31,9.58,57.61,60.26,55.35,57.46,2.29,8.34,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,05/05/2009,2009,5,PHP,28.57,29,28.14,28.59,0.66,9.16,18.38,18.86,17.55,18.42,2.55,8.9,33.39,34.77,32.29,33.13,1.95,9.99,174.87,175.06,168.35,171.5,1.62,9.12,136.15,137.25,128.27,134.8,3,8.08,121.28,123.73,117.58,120.31,1.78,8.8,131.71,132.35,127.49,129.65,2.84,9.98,48.01,48.11,46.64,47.71,-0.18,9.29,45.69,47.17,44.92,45.91,2.91,9.36,96.87,99.56,98.09,98.37,2.88,9.6,62.59,65.08,61.72,63.64,2.83,9.04,84.47,86.6,81.67,82.82,1.67,8.06,61.23,62.75,61.08,61.36,1.51,9.2,109.92,113.02,105,109.47,1.66,9.87,75.79,76.39,75.52,75.74,0.21,9.34,89.91,90.47,87.63,89.89,0.82,8.17,117.87,120.25,119.04,120.23,1.52,9.66,41.56,42.12,41.27,41.78,4.34,9.93,141.47,146.68,140.62,140.84,0.59,8.88,38.37,40.22,37.47,39.05,4.18,9.2,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,06/06/2009,2009,6,PHP,39.28,40.67,38.82,39.41,1.33,8.53,31.75,32.77,31.67,32.1,2.01,9.65,37.99,39.35,37.41,38.02,1.82,8.26,172.83,176.14,171.91,174.98,2.77,9.74,172.16,177.36,166.63,173.4,2.55,8.56,105.52,111.32,103.97,106.69,1.63,8.77,120.87,124.45,121.38,122.49,1.99,9.07,50.27,50.48,48.93,50.04,2.67,8.92,35.79,37.66,35.66,36.01,3.52,8.77,110,113.62,109.66,110.88,1.45,9.72,41.2,42.26,40.29,41.46,1.3,9.7,110.39,113.24,110.47,111.33,3.35,8.29,36.05,36.12,34.44,35.41,-0.29,8.23,69.77,71.2,68.73,69,3.56,8.61,99.18,99.53,99.12,99.3,1.35,9.97,127.7,127.81,122.65,125.91,1.89,9.03,64.38,66.43,62.56,64.59,3.26,8.47,57.1,60.6,56.42,58.06,1.2,8.54,95.4,97.7,94.08,96.59,3.08,8.15,40.16,41.35,38.79,40.39,2.52,9.54,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,07/07/2009,2009,7,PHP,38.59,39.64,38.49,38.81,2.04,9.22,25.75,26.83,25.3,25.69,4.25,8.78,36,37.32,34.56,35.62,2.94,9.13,102.28,109.05,98.89,103.87,3.15,9.62,73.35,76.74,73.05,73.69,2.74,8.72,194.8,202.22,190.91,193.43,1.42,8.34,120.61,125.71,117.02,120.77,1.09,8.67,46.52,47.52,44.28,46.13,3.02,9.1,53.15,54.57,51.78,53.97,4.36,8.72,53.48,53.74,51.93,53.68,0.28,8.89,56.69,58.22,56.86,57.41,2.48,8.73,136.21,136.12,130.56,133.82,2.22,9.24,60.83,65.11,59.71,62.05,0.14,8.05,48.89,49.8,48.87,49.53,1.15,9.3,68.27,71.35,66.44,68.51,1.6,8.46,89.74,91.09,89.53,90.1,-0.09,8.13,71.56,76.09,71.12,72.57,1.76,9.62,65.76,68.3,65.93,66.02,1.32,8.47,93.99,98.73,90.2,94.86,0.37,9.18,46.24,47.55,45.85,46.57,-0.07,8.32,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,08/08/2009,2009,8,PHP,32.09,31.74,31.54,31.69,5.43,9.04,20.77,21.26,20.39,20.48,1.59,8.47,29.35,30.3,28.83,28.96,1.87,8.54,93.31,93.15,88.76,92.78,0.35,9.74,150.25,159.09,149.59,152.24,3.39,9.22,207.87,208.07,202.8,207.91,2.78,8.37,137.84,145.33,134.97,139.85,3.45,9.81,58.37,59.99,55.97,58.82,2.72,8.92,33.64,34.14,32.69,33.35,1.43,8.14,62.22,62.37,61.05,61.46,2.42,8.51,66.9,68.89,64.67,67.42,0.24,9.41,74.84,77.23,72.87,75.17,1.81,8.09,32.36,32.81,30.78,32.18,2.86,8.84,97.31,101.49,96.96,99.18,1.33,9.69,130.37,129.58,125.12,129.02,1.85,8.04,181.36,180.55,172.93,178.29,2.27,8.04,70.75,72.8,70.41,71.61,2.8,8.06,84.03,87.33,84.77,84.9,2.78,8.86,89.09,88.72,85.62,87.85,3.18,9.25,38.44,40.47,36.72,38.65,0.97,8.13,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,09/09/2009,2009,9,PHP,28.14,28.75,27.78,28.15,3.54,9.35,18.99,19.91,18.33,19.27,0.42,8.73,54.33,54.44,53,53.96,2.92,9.97,195.49,197.45,188.03,194.76,2.09,8.66,143.19,145.38,139.72,143.24,1.27,8.57,254.86,264.16,247.66,252.87,2.82,8.91,123.68,128.17,122.51,125.61,0.9,8.76,65.07,67.84,63.25,65.85,1.65,9.88,44.85,46.77,45.21,45.35,0.17,9.19,47.74,49.21,45.49,47.86,0.03,8.5,80.53,82.54,80.62,81.96,2.64,9.98,88.11,90.38,86.8,88.23,0.98,8.59,38.55,39.17,36.57,38.04,3,9.28,185.11,193.07,181.13,185.76,3.31,9.76,101.5,104.24,102.92,103.23,3.78,8.69,78.08,79.36,78.39,79.19,2.91,8.18,111.39,113.69,107.32,111.46,2.2,8.26,47.67,50.56,45.92,48.32,1.33,8.75,81.89,84.34,81.7,82.12,3.61,8.93,30.74,31.97,30.3,31.19,1.68,9.19,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
PHL,Philippines,Region XI,Davao del Norte,Davao del Norte,7.45,125.8,gid_745000001258000000,10/10/2009,2009,10,PHP,41.53,42.14,39.72,41.54,2.55,8.78,19.36,19.44,19.09,19.39,2.82,8.56,41.03,41.63,39.55,40.77,0.36,8.49,121.51,122.18,115.38,120.46,1.57,8.95,190.16,192.7,187.43,191.26,2.89,8.51,194.96,197.53,184.35,192.37,2.08,9.89,226.38,227.65,215.02,224.32,2.09,9,68.17,70.09,66.66,66.85,2.79,8.55,39.44,41.3,38.93,39.94,3.44,8.24,44.87,45.36,45.23,45.34,2.47,8.24,105.18,107.41,102,106.12,0.81,8.12,124.74,126.29,121.6,122.5,1.66,9.55,31.18,31.83,30.12,31.67,0.85,9.59,206.94,207.33,197.05,206.26,2.66,8.02,53.96,56,53.56,54.07,3.73,9.77,121.44,121.94,118.13,121.3,1,9.24,156.79,161.16,157.56,158.6,2.99,8.55,48.12,49.35,47,47.27,4.13,9.99,111.42,113.98,109.78,112.73,1.65,8.62,30,31.33,29.33,30.55,1.83,8.41,"beans (1 KG, Index Weight = 1), cabbage (1 KG, Index Weight = 1), carrots (1 KG, Index Weight = 1), eggs (1 Unit, Index Weight = 1), meat_beef_chops (1 KG, Index Weight = 1), meat_chicken_whole (1 KG, Index Weight = 1), meat_pork (1 KG, Index Weight = 1), onions (1 KG, Index Weight = 1), potatoes (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), tomatoes (1 KG, Index Weight = 1), dish_soap (1 KG, Index Weight = 1), soap (1 KG, Index Weight = 1), shampoo (1 KG, Index Weight = 1), bleach (1 KG, Index Weight = 1), detergent (1 KG, Index Weight = 1), fabric_softeners (1 KG, Index Weight = 1), toothpaste (1 KG, Index Weight = 1), deodorant (1 KG, Index Weight = 1), toilet_paper (1 KG, Index Weight = 1)"
